index,name
328,Europe/Chisinau
329,Europe/Copenhagen
330,Europe/Dublin
331,Europe/Gibraltar
332,Europe/Guernsey
333,Europe/Helsinki
334,Europe/Isle_of_Man
335,Europe/Istanbul
336,Europe/Jersey
337,Europe/Kaliningrad
338,Europe/Kiev
339,Europe/Kirov
340,Europe/Lisbon
341,Europe/Ljubljana
342,Europe/London
343,Europe/Luxembourg
344,Europe/Madrid
345,Europe/Malta
346,Europe/Mariehamn
347,Europe/Minsk
348,Europe/Monaco
349,Europe/Moscow
350,Europe/Oslo
351,Europe/Paris
352,Europe/Podgorica
353,Europe/Prague
354,Europe/Riga
355,Europe/Rome
356,Europe/Samara
357,Europe/San_Marino
358,Europe/Sarajevo
359,Europe/Saratov
360,Europe/Simferopol
361,Europe/Skopje
362,Europe/Sofia
363,Europe/Stockholm
364,Europe/Tallinn
365,Europe/Tirane
366,Europe/Ulyanovsk
367,Europe/Uzhgorod
368,Europe/Vaduz
369,Europe/Vatican
370,Europe/Vienna
371,Europe/Vilnius
372,Europe/Volgograd
373,Europe/Warsaw
374,Europe/Zagreb
375,Europe/Zaporozhye
376,Europe/Zurich
377,Indian/Antananarivo
378,Indian/Chagos
379,Indian/Christmas
380,Indian/Cocos
381,Indian/Comoro
382,Indian/Kerguelen
383,Indian/Mahe
384,Indian/Maldives
385,Indian/Mauritius
386,Indian/Mayotte
387,Indian/Reunion
388,Pacific/Apia
389,Pacific/Auckland
390,Pacific/Bougainville
391,Pacific/Chatham
392,Pacific/Chuuk
393,Pacific/Easter
394,Pacific/Efate
395,Pacific/Enderbury
396,Pacific/Fakaofo
397,Pacific/Fiji
398,Pacific/Funafuti
399,Pacific/Galapagos
400,Pacific/Gambier
401,Pacific/Guadalcanal
402,Pacific/Guam
403,Pacific/Honolulu
404,Pacific/Kiritimati
405,Pacific/Kosrae
406,Pacific/Kwajalein
407,Pacific/Majuro
408,Pacific/Marquesas
409,Pacific/Midway
410,Pacific/Nauru
411,Pacific/Niue
412,Pacific/Norfolk
413,Pacific/Noumea
414,Pacific/Pago_Pago
415,Pacific/Palau
416,Pacific/Pitcairn
417,Pacific/Pohnpei
418,Pacific/Port_Moresby
419,Pacific/Rarotonga
420,Pacific/Saipan
421,Pacific/Tahiti
422,Pacific/Tarawa
423,Pacific/Tongatapu
424,Pacific/Wake
425,Pacific/Wallis
426,Etc/GMT
427,Etc/GMT-0
428,Etc/GMT-1
429,Etc/GMT-2
430,Etc/GMT-3
431,Etc/GMT-4
432,Etc/GMT-5
433,Etc/GMT-6
434,Etc/GMT-7
435,Etc/GMT-8
436,Etc/GMT-9
437,Etc/GMT-10
438,Etc/GMT-11
439,Etc/GMT-12
440,Etc/GMT-13
441,Etc/GMT-14
442,Etc/GMT0
443,Etc/GMT+0
444,Etc/GMT+1
445,Etc/GMT+2
446,Etc/GMT+3
447,Etc/GMT+4
448,Etc/GMT+5
449,Etc/GMT+6
450,Etc/GMT+7
451,Etc/GMT+8
452,Etc/GMT+9
453,Etc/GMT+10
454,Etc/GMT+11
455,Etc/GMT+12
456,Etc/UCT
457,Etc/UTC
458,Etc/Greenwich
459,Etc/Universal
460,Etc/Zulu
